ResponseId,001 - Response,002 - Response,003 - Response,004 - Response,005 - Response,006 - Response,007 - Response,008 - Response,009 - Response,010 - Response,011 - Response,012 - Response,013 - Response,014 - Response,015 - Response,016 - Response,017 - Response,018 - Response,019 - Response,020 - Response,021 - Response,022 - Response,023 - Response,024 - Response,025 - Response,026 - Response,027 - Response,028 - Response,029 - Response,030 - Response,031 - Response,032 - Response,033 - Response,034 - Response,035 - Response,036 - Response,037 - Response,038 - Response,039 - Response,040 - Response,041 - Response,042 - Response,043 - Response,044 - Response,045 - Response,046 - Response,047 - Response,048 - Response,049 - Response,050 - Response,051 - Response,052 - Response,053 - Response,054 - Response,055 - Response,056 - Response,057 - Response,058 - Response,059 - Response,060 - Response,VVIQ - 01,VVIQ - 02,VVIQ - 03,VVIQ - 04,VVIQ - 05,VVIQ - 06,VVIQ - 07,VVIQ - 08,VVIQ - 09,VVIQ - 10,VVIQ - 11,VVIQ - 12,VVIQ - 13,VVIQ - 14,VVIQ - 15,VVIQ - 16
R_1LjuLUT4Y6CYGNe,,ladder,,,,,,,,,,,,headphones,house,,ice cream,,fruit,,,horn,,,,,,,,,birthday hat,wine glass,,,,,,ice cream,,,,,,pumpkin,clock,,,,,Stick figure,,,sailboat,,martini glass,clock,,,,,"1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object"
R_5XBVD7OnUiSPYzv,ladder,,,eyeglasses,glasses,glasses,,,,,,wine glass,,,,,,,,,,,,,,,,,shovel,,,,,,,pitchfork,dragonfly,,,,,window,,,,muffin,,letter T,heart,,,letter F,sailboat,,,clock,,,,,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,2. Vague and dim,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,4. Clear and reasonably vivid
R_6PA4QEiXZDENKp1,ladder,,,music notes,,,arrow,butterfly,butterfly,,,,reverse buttplug,headphones,house,,,,,,,,,lowercase h,,,,,buttplug,,,,,bow,,,,,,,,,zooming ball,,,,,,,stick person,upside-down person,,,,,clock,,,,,2. Vague and dim,3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim,3. Moderately clear and vivid,2. Vague and dim
R_5fjcrirfMR1Dwul,,,,butterfly,,,,,butterfly ,,,,Scale,,cat,,,,,,,duck,,,,,,,bow and arrow ,,,,,,,,,,football player with shoulder pads,,,square,,pitchfork,,Prize Ribbon,computer mouse,,,,,plus sign ,turtle,treble clef,,down Arrow button,,,,,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision
R_7IcV6n5DqSpqtcR,,sideways H,,two ds,,,umbrella,,,,,,,mushroom,,,,,,,pool,,,,backwards L,triangle,,glasses,top,,,martini glass,,,,,,,glasses and nose,,dog,,,,L inside of an O,no idea,,,,,,,,,,eye,,,,,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision
R_6XoaIFqgUFLI7kJ,ladder,,,glasses,,,,butterfly,,,rake,,boat,,,,,,faucet,,,,,,bed,,,,,no idea,,,,bow,bow,,,flower bouquet,,mug,,,,,clock,,,,,,,letter E,,,,no idea,,,,,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid
R_7JKsUnPA3jzjDRI,,,,,,snowman,,,,,,,,,,,,,Don't know,,,,,,,,,,road,box,,,key,,,,,smiley face,,,cup,window,,Don't know,,,not sure,,heart,,,triangle,sailboat,,arrow,pie chart,,,,,2. Vague and dim,2. Vague and dim,"1. No image at all, you only 'know' that you are thinking of the object",2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid
R_1NxJpYzFJggITGm,,ladder,,,scissors,glasses,,,,letter A,,,,,,,,,,hill,,,,,letter T ,,plug,eyeglasses,,,bird,,,,cherries,,flower,,,,,,,,balloon,clover,,,,,,,,key,,sliced pie,,,,,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim,4. Clear and reasonably vivid,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,"1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object"
R_3rUW4R8o2RDWKZB,ladder,Ladder,,,,hourglass,arrow,,,Sideways E,,,,,,Icecream cone,icecream cone,,,,house,,,,,,,,,,stick figure,,Antenna,,,,flower,,,balcony,,,,head,,,,letter T,,,,,,,Arrow,,,,,,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid
R_1QDFcDrzwXtPhSw,,,,,Cherry,,,Butterfly,,,Candelabra,,,,,,Ice cream,,,Snowglobe,,,Lollipop,,Number 4,,,,,fish bone,,,,,,,Clover,,,Cup,,,,,,Grenade,,letter T,,,,letter F,,Music note,Cat snout,,,,,,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim,2. Vague and dim,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,4. Clear and reasonably vivid,2. Vague and dim,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid
R_5dWeWShB7qgdljb,,zibracrossing,,goggles,,spetacle,,,,,,,shovel,,,ice cream,Balloon,ship flag,,eight,,cartoon image,,,,,fork,,,,Arrow through a cricle,,,ice cream,,,,,,,,,musical symbol,,,,,,,cartoon image,,,,,Direction toward a T junction,,,,,,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim,2. Vague and dim,2. Vague and dim,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid
R_18IHc8q1xLCnQHe,,,,,glasses,Glasses,,butterfly,don't know,don't know,,,,,,,Ice cream,,,,don't know,,,,,,,,Shovel,don't know,,,shovel,don't know,,don't know,,ice cream,ice cream,,,,,,,,,,,,,,,,don't know,,,,,,2. Vague and dim,"1. No image at all, you only 'know' that you are thinking of the object",2. Vague and dim,"1. No image at all, you only 'know' that you are thinking of the object",2. Vague and dim,"1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object",3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim,2. Vague and dim,2. Vague and dim,2. Vague and dim,3. Moderately clear and vivid,2. Vague and dim
R_6kgGwRyVnn2pfaN,,,Glasses,,Bd,,,,,,comb,,,,,,,,Sd,Hourglass,Infinity symbol,,,,,,,,Shovel,Anchor,Stick figure,Glass,,,,Teepee,,,,,,,,,,,Vase,,Heart,,,letter E,,,Glass,,,,,,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid
R_1HvLzzAFpuugjE9,,ladder,,,,,tree,,no idea,,,,,,,lightbulb,,,purse,,person's torso,,,,,,,,,no idea,,,,,glasses,,,,person's torso,,,,,no idea,no idea,lamp,,tetris block,,,TV,,,,no idea,,,,,,2. Vague and dim,"1. No image at all, you only 'know' that you are thinking of the object","1. No image at all, you only 'know' that you are thinking of the object",2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,"1. No image at all, you only 'know' that you are thinking of the object",2. Vague and dim,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim
R_67jsyOVtJ4io3hM,ladder,stairs,,Glasses,,,,,,,broom,,,,,ice cream,,,,pedestal,statue,,,rake,,,,,,,,lamp,mop,,nose/eyes,crane,,,,,,,,,,,,,,,,toothbrush,sailboat,,stand,,,,,,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim,2. Vague and dim,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid
R_3hGCmhPK0roMNK6,,ladder,,,,ant,,,butterfly,,,,bulb,,arrow,,tulip,flower,bee,,,,,,,,,,,,,,,,,,,,,dog,boat,,bike handle,bike,,,,a tree,,stick figure,,,,butterfly,,,,,,,3. Moderately clear and vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,3. Moderately clear and vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid
R_3wo5ExxrXHBVtdF,,,,glasses,,,,butterfly,butterfly,,bug,,tear drop,,pentagon,icecream cone,,,,,,,,,,arrowhead,,,,,stick person,,,face,face,,,,,,note,,,,,,,,,,person,letter T,,music note,,,,,,,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid
R_3pECSJ1nV3ebG8v,,,eye glasses,,,goggles,arrow,,,,fork,,,,,diamond,,,cat,,,,,letter H,,,candy bar,,,,,spatula,,,eyes nose,,,,,,,two boxes,pendulum,,,circle square,dog shape,,,,,,,music note,,,,,,,3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim
R_3LYjBidWcX7T3mo,,,,,,,,,,,,,,dior,kite,house,,,hanger,hanger,,padlock,,plus sign,,pickaxe,euro symbol,glasses,,,,NA,,,,,,,,,semi circle,,,heart,,,,,,hourglass,,,,NA,,,,,,,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid
R_3kvWEB9djiIi0IW,,Ladder,,,Glasses,,,,,,,,,Headphones,,,Abstract Eyeball,,Kite,,,,Lollipop,,,,,,,,,,,Infinity pyramid ,,pitchfork,,,Ice cream ,PC,,,Balloon,,,,,Capital T,Heart,Stick Figure,,,Abstract umbrella ,,,,,,,,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim,4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid
R_1FenkheohNSgeLu,,,,,Glasses,percentage sign,arrow,,butterfly,,,,,,,,,,,,,speaker sign,,,,,,Glasses,hanger,,,,,,,,balloons ,,,,,,,necklace ,,port ,lamp,square,beach,Key,,,aircraft,,,,,,,,4. Clear and reasonably vivid,3. Moderately clear and vivid,2. Vague and dim,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,3. Moderately clear and vivid,2. Vague and dim,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim
R_1PcY1LS2Mfhz64A,,,,,,glasses,stick figure,,bag,,buck teeth,cup,,oval,,,balloon,,circle,,,,,,lowercase h,,,,,HD,,,,,,,person,,,,,grid,,,,,,line graph,,arrow,,,Boat,,,,,,,,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,2. Vague and dim,4. Clear and reasonably vivid
R_32V2gkHfxz9ROBB,,,,bra,,,,,,horse barn,fork,,umbrella,,house,,,ice cream,ying yang,ring,,fish,,comb,,,,,basket,,fish,,,,,,,,,,,,hospital sign,,,,,,,,,letter F,sailboat,,,,,,,,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid
R_6HAHLrUWhq9nby4,,,,,,bed,,Butterfly ,,,Two squares,,,,Arrow,,ice cream,,,,Capital B,,lollipop,Letter H,,,Door,,,,snowman,,,,,,,,,Race track,,,,,,mushroom,,,heart,stickfigure person,,line,,,,,,,,,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,2. Vague and dim,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,3. Moderately clear and vivid
R_7Kuxq2JKf3BOKPH,ladder,,,,,,,,,,fork,cup,,sunglasses,,Cone,cone,,dollar sign,,,stick figure,,,,,,,,,,,eye,bow tie,,fork,,,,,,,watch,tadpole,,,,Capital T,,,,sideways T,,,,,,,,,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim,2. Vague and dim,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid
R_6RqfSAN0DF8nnsa,ladder,,,,,,tree,,,,,,,,,,,,,propeller hat,,,,,,baseball pendant,,eyeglasses,,bow and arrow,,stick figure,plunger,movie projector,,rake,flower,ice cream,,,coffee cup,,,,lobby button,,,,,,present,,,,,,,,,,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid
R_1paSSMOwVWpJyn2,,,glasses,,,,,bow tie,,,brush,wine glass,,,,icecream cone,,,computer mouse,,,,,,letter J,,,glasses,,helicopter,,,,bow,,,,ice cream cone,,,,window,,,,ice cream,,letter Y,,person,,,,,,,,,,,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim,2. Vague and dim,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,3. Moderately clear and vivid,2. Vague and dim,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid
R_7NhDTJ2fxewY5qh,,Ladder,Circles ,,,,,,Butterfly ,,cubes,,,,,Trapezoid ,,,,,,,Lollipop,Pie symbol ,,,Cubes,,Shovel ,,stick figure ,,Triangle ,,,,Flower ,,,Lighter,,,,,,Circle,,,Cherries ,,,,,,,,,,,,2. Vague and dim,3. Moderately clear and vivid,"1. No image at all, you only 'know' that you are thinking of the object",4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,2. Vague and dim,3. Moderately clear and vivid,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,3. Moderately clear and vivid
R_5RvyCf53JoQh7Eg,,Ladder ,,No idea ,The same as previous question ,fallen hourglass,Arrow ,,Butterfly ,Broken ladder ,,,,,,,,,,,Person ,,,,,,,,,,Rocket ship ,Champagne glass ,,,,Inverted peace symbol ,clover,,Ice cream cone,,,,Snake ,,,,Mouse,,,,,,,,,,,,,,4. Clear and reasonably vivid,4. Clear and reasonably vivid,3. Moderately clear and vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid
R_6YaCnTxmrtmyBmt,,,bra,,,,,,butterfly,,,,,,house,icecream cone,,,,,,,,flag,number 4,,,glasses,,,,teeball,,,,rake,,,Balloons,cup,gate,present,,,lottery ball,eight,,,,,,,,,,,,,,,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,3. Moderately clear and vivid,5. Perfectly clear and as vivid as normal vision,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid,4. Clear and reasonably vivid,5. Perfectly clear and as vivid as normal vision,4. Clear and reasonably vivid
